station_id,free_bikes,empty_slots,ebikes,slots,outdoor_space_num,num_parks
392420a4d81c444ab82f2c51172413a5,8,11,2,19,9,6
0c9cd68aa1bd69a080463ce7f302337c,14,3,1,19,40,20
d6ff1c4cb864d2d50b5d9ed8097dfb17,15,0,0,15,21,11
48358d12d83653f998be0408f938da97,6,11,0,19,8,5
c9e9fe27274a30074192edf2943a819d,13,5,2,19,5,2
56da2b09eb91197a19a17ad3f111ee6a,5,25,1,31,50,31
e2b99409a7260b74d305e1a5fd4fd0ab,17,5,5,23,16,9
2dbff1ebbfc94016ae35ddfeb6133850,15,7,0,23,9,4
6251ff1e68672d14ccd94dd4d5d86680,0,17,0,19,49,29
2539b5b1357e00a4c59b263b929bfd86,1,22,0,23,22,14
5943fbcd980fda1f64b9451d1a8ea5f8,3,12,0,15,11,4
dcd94385ae71a2b89052874c692df884,18,4,2,23,28,12
0d09d3f10b062dfca036e47cee35f7a3,1,21,0,23,49,33
f9cf3e6c91e86cf471029dd10f61f34f,2,22,1,27,26,15
b2ff5e1c2db5294d113db231f95c8bb9,1,14,0,15,12,8
a5ee89a51582e9fef1d0598a74d5401d,1,18,0,19,18,5
9ded0f40cc46b3f01b00a3033246b3b9,21,0,6,23,51,8
765d7ab045b2fb1beb8a1034fb01171a,14,8,4,23,5,2
50ee08de38ded52019cad64b2be46375,18,5,1,23,50,10
a17e552d6c331c1f935f7766593c3672,29,0,5,31,49,9
c6315ed8be3d1b1db4e1743fd8cf702d,0,13,0,14,48,22
8816abf99dad433ee5a7dfd43eb9e7b4,16,3,0,19,4,2
935e7ecf165bb0039c08cd0e2a7d51ce,18,4,6,23,4,3
9b1fefd8f850f3343e75c549459840df,22,0,0,23,49,8
0c2a4ecc9f51dd227f050651ae2dd6fe,7,11,0,19,6,4
6a842356c5017c283342c979fe0cdc92,26,4,1,31,45,10
b00d02e75bacace8be150754cc2b4744,15,0,0,15,51,8
af546a8f7b1b7fb5f30b8913d91132bf,2,20,0,23,26,11
30b3972ded9afdaa750cbbeef330fe74,11,12,3,23,29,12
dd90b8d66fbadef744f51cb9403d0fc6,20,2,0,23,50,9
7c920d7522a3c8abcede6106562c99e6,3,20,1,23,6,4
62ae697614fc30933f67aa117dcae40a,1,18,1,19,19,7
42d228ac4871096ae20cb29c7448d2b9,34,1,12,35,49,13
fa5c754a52303327c38b54956e044594,23,0,4,23,47,13
2b315425e18f16fa60831f1b3c3404fc,7,12,1,19,1,1
9aaeb514f62c04faf6c442e0a3c422ee,18,5,1,23,18,12
3126d658666f5f32075689284fc0ae02,0,24,0,27,12,5
ab4b146737660d93b736cd75010e84a5,3,23,3,27,16,9
7c1b0523756e972a564a67a123642ce4,26,1,4,27,49,12
7f06a7dd290f87014f37b09606f82501,29,1,1,31,49,10
f60d8fbb9b67ac90d53afd90933bce78,6,12,0,19,11,5
76724952c28f4094bc271838f3de2bcf,0,15,0,15,3,1
a10f7f46ff1cfff0a26c3f9f364d83b6,3,14,1,19,9,6
0b43d5b25082fcf948a599c9c2f004ad,7,8,1,15,9,4
3ac5779605b9a709b92cb4dea4892111,14,9,1,23,49,12
e14b6c2c9409f80090a2cabc3ebe4a42,34,4,13,39,49,11
7c32f3b5366899daa12d5a2315c5eb5e,4,18,0,23,14,5
cfa85c0d171620de658d1fffcd749528,11,7,3,19,10,3
975a36ecbf71ebb1bb1cb5f5ae237f84,2,12,2,19,20,7
cf89ce8fe2aafb11df3c7a2262e6013e,10,8,0,19,11,3
6f14a073d6fabe8288b7861b4c2dde4d,22,0,3,23,15,5
a75be8f4ffb85d6f4a0996617a2d7f0d,0,21,0,23,14,5
745e24e22f492961cb96d949cd8747e3,9,16,1,27,23,10
523850c4d0985de08981251a3b2fd36a,5,8,1,15,20,5
1ba2b68a717b2c3e7c7fe7e29a2b11f2,9,10,1,19,22,11
ce541d236b1fb3391edee931485e6ad7,5,17,1,23,47,21
3616e01253b56f095ead16febd951361,1,13,1,15,7,2
31535dd5ca8ee557209a804807032aff,3,19,1,23,16,9
c48a16100836e81076eece8b635c8828,2,21,2,23,20,8
a4f34855c377d3e456470f4e93d97260,2,19,2,26,23,8
39752185bee108a7c529c25dbf2b1ae7,1,16,1,19,16,7
bf0edad2c41a84e491bfeaa7cedb3392,27,4,2,31,19,4
4a5d9709ee36d02688d6d300f7472ab1,13,14,0,27,17,10
de30b5881bc66edf6ceeda73cd7a53cb,1,17,0,19,16,8
0c39a4c5f95f416e549a6566c8cd770f,5,31,0,39,13,2
9fce8c378d9e1fc9d96999ff50a71f6a,6,4,3,13,16,8
bb65c51008f8564d670b9c23987025fa,8,11,0,19,2,2
f0c61f63ab86a419feb632992ce83717,10,12,1,23,21,10
f76cd926206a1cd0b4e196175097bca7,1,13,1,15,20,5
c6cd5e121b21b2b73e1280b474b330b0,12,7,1,19,6,3
9294676d7bc2672f3c9a96e997068e0f,0,18,0,19,15,6
54b599a5daa373b326f7493ab4c3c7b0,9,10,4,23,20,9
f5487c4e89f46f43316b82c9588da19b,5,9,3,15,4,3
5c11d3959c0abea9f83d3f82a8b9f28f,9,13,5,23,6,3
1f7deeaa21159a7e183915b23c21ac81,9,6,2,15,7,4
32062cce0f8aa927527eeca915fd3afd,1,18,0,19,8,4
09fe2c61fe35c26c42e876ca291f8984,3,12,0,15,13,7
62f1efb1b3ff5fb90b87bbe17174fdde,9,6,7,15,7,4
1fefddadf6dab1b29ac4d1759d4ea7a5,7,12,1,19,7,4
53a6c61dff2c34e3657ab034e9a28613,8,10,0,23,19,7
b3150d5e0b8ef9db81b4ff8588f3ac46,1,16,0,19,21,9
301ddcb76b9061b666c8b0f473a4f74e,15,4,0,19,3,3
9c62a50110d8ee96b870cb01b31ada39,4,10,2,14,7,4
210bc54814f1bfa31dbcc85a81a5d434,1,12,0,15,7,6
4ceb50ee99698a67059c58b4fa0a40f6,14,3,3,19,6,5
6194bc5aa55d462f6e7cbe7c657858ed,2,12,1,15,11,6
562732190a887013c53e200b28d852e4,5,10,0,15,8,5
9da0049d2e375038eb693b8c30d3cbfd,7,12,0,19,13,6
42468ee87701c823b9b4c55f931f18c3,4,9,0,15,19,8
a26bf1523b22aa83a563c97fe6ad5ba0,1,22,0,23,18,7
3da178370890fe8edbd73af1c48b6fa7,11,4,7,15,16,3
f1528dcadb2a0266b045227ff8b2d585,11,11,4,23,5,4
8ae2d0c3c6bfb29c5614921e85221107,2,13,1,15,25,10
d7dff48f13093c3bfd51b409f6c99ca1,11,7,0,19,19,5
3432a8084a835047534a32559a9730cd,2,11,2,15,17,3
dff5e88a152d16146a02be0bbb60735d,12,5,7,19,14,5
d3b6f3327b6e20c1b95cef748885233c,9,12,0,23,44,22
60e378e57e019df87f4d573807b1e0f7,2,13,0,15,50,10
b046e8a8afb19a66afac180111d612e4,25,6,0,31,34,18
bbc440214ed13ddb8a0aeb3951c418ce,1,21,0,23,12,7
1e2c0e04e52f776287eed225a5a2382a,10,5,5,15,7,4
d6c2076fbea970798a1bf3d94cfeaebd,14,16,3,31,48,9
167e7c9bdddcd7aa983b61a4f6aaa265,12,5,0,19,20,5
0960bf3c2e9be92bd03fd80c49bf720f,1,13,0,15,20,5
c56841567707d1812755ec56f2ad2895,0,19,0,19,47,22
8f38bed6dab71436cabe43dea498c8c1,19,11,3,31,35,20
8304ac71f6ad0f43711281894964c1b5,38,0,9,39,48,11
453cf6c6c91ee54d527694c1f738c943,0,20,0,23,38,9
a8be54003fb16d9cab21bd7c5e9c8f66,23,5,5,31,49,12
25db3ab71ecaf5dc56f934c637c1a542,7,8,6,15,26,10
5b7a4c0ffaa2aeb1b8583498e113e81d,18,1,1,23,47,17
075135a674cea1cf4e2c463d828094c9,0,15,0,15,9,5
839fe2dfb82ec3980eeaa68e23c462d4,0,15,0,15,11,5
20da23570a39a766cc383a000608cc6c,5,15,2,23,43,21
78f0ea4a741954f89ed7cbc892fe355e,8,17,0,27,34,16
1113a80887c327f3d0ae1ee04dd946de,7,7,0,15,41,17
398a688b86aabbf789c6f4edb8b20ed0,4,23,0,27,50,10
4fbafd8f80ff042d7fe3cb4b46400514,12,1,0,15,33,19
f47f4149fc69eded89e7342b22755024,4,14,1,19,13,7
d0d69596bd800f2c32acc72647e584df,10,12,0,23,50,13
6e94d95dad598b7c8fd380e55b289caf,5,8,2,15,14,3
4890967aac4400760faaf1e6aa3a083c,2,17,1,19,49,33
05b5b355a4772304d10c45029d08deb0,2,21,1,23,50,20
b9a4abde81beb417902b503d331ffe49,23,0,2,23,50,10
e0db7aad56ff4ad5c02148ffb2d5a594,21,4,3,27,31,15
6716d6af871575e44ca751b5224df1ef,0,30,0,31,51,15
e7b4ef40c1aa1decd3a2ffa3bcc9d1ea,2,20,0,23,18,7
fafae7f39486cd7ee5583dc014cf3fc3,1,17,1,19,27,11
dfaab1117322af6f88c48893144bcf6f,12,14,0,27,12,6
623cb326604861e5d8109580d3e2b5a1,3,15,1,19,32,21
464e8b5950aee06c1eeb53605b286e92,5,13,0,19,43,20
10ba72984e8d47c16bec40bcddec3d4b,6,17,5,27,13,9
34bfe048772e22905ada401f52cc5c1f,9,17,0,27,51,11
2fa8e170704d3f148f4d1dea455fd784,19,7,2,27,3,1
85531326f9e29994cf18c81558db9fe5,0,22,0,23,32,16
f99ccc7429d68a4f15abc6c337446e56,2,19,0,23,22,12
343f371f725fd1aa3a254beb3207315e,12,7,2,23,6,3
1f7793b1b7e1c83f11792bddb10e297a,21,3,7,26,4,2
25ff9160f5e83d4e9c15806e5f503df3,3,16,2,23,23,11
4e5a6ca40d9348f973223d6171d2313c,9,10,2,19,10,5
1f5a5fee591fc04c2bd579240b619b80,11,1,4,15,5,2
975300771de5568dd1f8359834fc9cc5,3,20,1,23,9,6
69d16a3ba682305cb780815926ca26bb,0,15,0,15,4,3
0c274aa11d24d3c12670b98241bce94e,4,10,0,15,7,4
546bc36b10be0b09de4a907c9d60ad78,3,14,0,19,16,6
be47af9691772b0d9e5e4c9ac4303975,0,14,0,15,27,10
b298dc46896563af6ea0d289404ea045,14,5,2,19,16,4
f59884dc043cf535875c6042eb59dd39,14,7,10,23,1,1
7604e670cfc2466b147af4ec89f5dba9,1,14,1,15,28,8
3fb98eb97376c1da65b2d35fd12cac36,26,1,3,31,48,11
a8dca6a7c9f8451b38af2eee446736df,43,12,3,58,50,9
293a664c93f323a1ef7cfa42b534cc45,5,14,0,19,10,6
9c713595b12ffeacadc44a5217c1a4b0,5,14,1,23,6,3
cefc5afe09efc11756e70a7d5f0b7c39,30,12,1,43,50,18
a275d1e1d0b9582f2b705053e47f7c98,10,37,1,47,50,18
267b809394e2dd9fdd7924b7cceda261,42,1,6,43,50,9
ab124a371b47462db18406e94236bbcc,7,9,3,19,29,11
861a05bc08397b2eff4a4e7d1fa88b4f,26,0,9,27,45,7
83a66bd66da62b3668815713aad56886,3,24,0,27,35,11
7d10cc3be562e52b9c9787752b1991f8,0,13,0,15,16,7
e2a04ee5d75f040dafca0496a9be3521,0,22,0,23,21,9
0366a94e06c77055841607882a40a484,45,1,15,47,46,14
30192da54af48e7af4cb4662768cf5ca,3,19,0,23,5,2
9ecb8a131a495aaf4da25f65ecba463c,7,12,1,19,20,5
a373ee2a66d90cbfe5e6ddcf4adb5e5d,8,6,2,15,4,3
fd1821200e01192b443a7ebf048f894b,11,19,4,31,30,13
1ea56d71c39cd0e2a2ccc6061b5cbe68,0,14,0,15,9,8
2afa5fecbdfebe7a3aad9070498319ab,10,16,3,27,7,5
cf6e1409b292b38da683ba44e51a4843,0,23,0,23,19,5
748cda93c263ff091980aed944d7c284,0,13,0,15,14,8
c5f193110503c57e1c5f624c8c64f286,18,1,4,19,14,3
56cff766a3277c78e45bb4de4ac76197,27,1,5,31,31,17
ea2a077e0e784da0fa7df50bdd791fce,9,9,2,19,12,5
c752d8b62e9fb1db8cab2c9b414c8ddf,3,18,2,23,20,10
88cb58243c5bb76b6a8f796ec76f7594,2,15,1,17,10,7
ffb9a83c9965e7749a06d468a36a7e35,25,4,8,31,14,6
915dadc1ef01d41024905f31c8463e61,6,13,0,19,6,2
9b2a7ca24856adc0e2898fb4254b8f4a,11,12,7,23,6,1
7758064a8883d2200c4ef11ea582fc3a,2,12,1,15,16,8
6b9099f3e501e72b5a268e0346c2f546,3,14,0,17,37,14
ff57fa074079c8cb3d2bfeffa3adc4bf,9,4,0,15,28,18
ac7000b84127f7ac259b09f99eb297ad,17,6,2,23,3,3
126735d125a23869138e84406c649155,9,10,1,19,8,6
814ad44a52efef38cb7aafd234bd5623,10,8,5,19,8,1
465cd2e49c7225463b4e34c0c019930c,13,5,4,19,3,3
6e3570378de8c1eab67ca40818e30a41,6,11,1,19,7,4
5aed9bf24e62ea6202a7c08dfac25c88,6,16,2,23,4,1
802c2ec80bcafd464dd2c20569192bac,8,22,0,31,46,12
73eda86efde149b545d1e7646de05cd6,5,14,0,19,5,2
1de81a5a8e6f461e2b0ed7c9c2e6c3e8,7,17,0,27,34,17
662e5de818ea47b2da5296790a8093cc,21,2,1,23,30,16
2543ea24b3c88ef516b925e0a9233d07,4,6,0,11,15,6
7cce3c616ae862530bddffb636ed1245,5,9,0,15,5,3
3bd58a7f78129d50b6cb591e8c09e7ec,6,8,2,15,9,4
8fb4901e0373b487626367a6769c39c8,2,13,0,15,17,9
16a02da5dfbb9169ba09818f80797447,21,1,7,23,35,15
ffb74f094efc5f559700c6b2431da637,6,12,3,19,28,10
2ce53a590d5af666dc9c4af17eb4f1f5,15,3,11,19,15,6
9be4ba581c634c13710aea276bade56b,0,17,0,19,29,13
4752f08cc123b7e93771ee25c318efee,1,23,0,27,50,28
eeb2a6e52d938b3d2d62bf85196d0027,32,3,12,35,48,13
9c775529696c6b915012a33012974f53,36,1,12,39,45,11
9292944103c5e27311fff5db943995d4,26,1,8,27,45,8
4c87345d7a652a966f526460dfa264c5,9,21,0,32,43,21
97a7209d05565c0dd383256371451ed2,20,4,2,26,29,15
f2d6d41e38a65211b2fd584441f2187b,8,11,0,19,22,9
b0b6c3a809801a02bced4c84f8ce3e8f,9,13,0,23,14,3
068b8514c4f15a3d822da22705e1906c,18,8,2,27,50,24
3dca829b40cecd52c3e06acebea5951f,1,13,0,15,26,10
69e03feb5f98022047ff07b785f9a744,38,5,7,47,46,8
d341bb28c46edccd793cabae41dab1f5,11,24,0,35,8,1
8661cea9ae725868605cd27fbe516bf7,28,10,12,38,6,6
9ecf0e9e145d0dbe9a3eccbf3e82407e,21,5,4,27,31,16
1469c136bd5b7cecb99703bfdeaeda8b,22,0,1,23,50,11
72868e742129496e9a06569feb48a7b9,15,12,0,27,40,16
b47d8c637e56bee96ce62117e2ab850b,1,9,0,11,49,20
a8676f4aa0d7752a7aa84a7236787c32,9,27,0,39,23,12
1dd2c41ba0060546b80e05d4874c3acc,39,0,2,39,51,10
3164e04d211736d6dfc9eedf75212e3b,4,15,0,19,6,3
741db2af6fcc3e2144a41caa2918f1dd,3,18,0,21,11,4
7bedad3f528849a1cc130a3a0ad67f35,13,10,0,23,4,1
f637d93e69b10a014aa14b90626113fb,11,8,1,19,19,4
10c3eb3e2454d8de03ed415d563d6862,10,10,8,23,3,2
a65aa68cb23206fc1b15868873e36df2,18,9,10,27,3,3
eb0fd4c2ab7be34b815978bb8ebfbe65,9,13,2,24,51,17
508a89286045d9bc7e8188522a328f63,11,6,8,19,45,9
0cc110260f90b08675fba8b904866c5c,11,8,0,19,34,7
7244dde4977180daca1765d2c6c82c1a,0,23,0,23,50,16
268397f44e5cae3f431fc80129c14fd5,11,10,3,22,36,19
75029d868bd65133941f05b6d4fa2daf,4,14,0,19,25,13
20337f912d744698fe7062d1d17badb6,0,19,0,19,12,7
42f4ffadab5c5dc4a7ee77a517fc7f44,3,16,1,19,10,3
6170f75c2fd054650c28966d2ad2f791,8,13,1,23,16,5
b403b750b260047ba702ad1b98fae6ac,1,10,0,11,3,1
b73710100fe1a3264b69eb01257177ec,16,3,6,19,4,2
dc1533c5165d5cb0a8c48f7b978cb0ad,0,18,0,19,11,4
25c14157942e7e46ceae7a0cd042b5ec,8,16,1,27,19,5
1f663a5fe8a59077b3b1acef1408dbf2,10,5,0,15,3,2
0935ec87605094d4db1be8d4cfc4f73f,21,12,8,35,45,8
5e32fab9110f792cab5784b893f3a1af,1,12,0,15,16,8
b8fa3135508e1b6500591a38636be02e,6,23,1,31,30,15
f065f00d09ed459c5d9a0076383dc3e0,4,9,1,15,19,4
444b2c83a68220fb68006e045ccc0604,0,18,0,19,50,32
3cbb64215b647b4779187f72b150a036,21,1,8,23,45,8
55d65d7aebf43cb52ab73c81ed816d06,0,19,0,19,24,10
207a35d9de6603a273b94a33cc5e6fe0,3,22,1,27,23,10
e39b2990521714e01d4fb710f8d264d8,1,13,0,15,42,21
462e77d533503e90f53675acf2f9ddcc,1,15,0,19,32,16
667794df885562752e3112b7c43ac609,10,7,1,19,4,2
5a1a7b87aa778fdd439fe21cc643e051,9,15,1,27,38,10
95f3d2a11576645b02bba246ee638c70,18,1,2,19,8,5
1ab036620d1ba6d8e205d99b44ef1a5b,2,14,1,19,8,4
325edfe3c45a789a37855388fb453463,13,1,5,15,33,16
5dd6f59bec1281b10376e79f7f4277b4,12,21,0,35,47,13
fe77f880822f92a0a42808bd376e76b9,4,21,0,27,50,21
c56d7aec5e8af475aba51002bc54a3b0,31,5,1,39,39,17
1f75c2bd5876aa50df724147f470784c,5,8,0,15,5,4
9f4aab51faaec85da4c4b0cf710d0dd3,0,17,0,19,31,17
4cc8089699bfd944c99c4fdef2e3c6ce,29,0,6,33,49,10
5428d05f2757392646e8e88bfd1efee3,25,1,5,27,45,12
4ddafa381fe8b555fe22b7fd44790eac,11,7,0,19,50,25
532c02142d78a5864381ff420e87c1c4,2,13,0,15,49,21
d81961450801e6c7a09c6bc9d4ab8eda,13,0,5,15,35,16
9d4986e34f616f66ce0cec7824020c9b,2,12,0,15,49,29
ae30a29474104c658c44c295c318de07,12,11,5,23,13,7
374dc4fabb37db40b8c3d8751fe4d033,0,19,0,19,34,18
e61bdf615b9672bd815d52f210429d3c,14,6,0,22,14,8
00c84f03ca5970eaa144ed6867d1e2b9,5,10,0,15,11,4
5678ed90f0af2bf60b25261bf16f6c70,1,31,0,32,49,31
1972d2e57a368e7c442b2019e5db5461,3,15,0,19,6,2
1b4e99760f4007a289ef12126349d2fe,0,19,0,19,9,4
e8b5baff8763847b5344ab445bfb73b7,0,23,0,23,40,16
331c714130ef6e2ca0007f552ea7a77b,0,15,0,15,30,11
0637583d2cd96bc5568da23bd700b198,0,21,0,23,35,21
faf37dc745f8802b34a0c53f2f55a079,6,18,2,25,39,9
f046d7c00aae3ff92c702141f6475fe9,18,4,6,23,47,10
05f141e61629ef218fc51a3f4969d489,0,23,0,23,46,18
fb88f8d82067a1df86928727c6fadfc0,9,9,1,19,2,2
d807ba1927007377643362ea1dfab494,16,3,5,19,47,10
ec132b59e1a5fa45c604240a3c258eb6,0,19,0,19,24,14
bd2fc7309def1255bf1611e25cd176f7,4,15,1,19,7,1
cd185bcb977059337ef71026ca9f75bf,4,9,2,15,7,3
66bb98a5d35f74c7cc6f5951b7c78e4f,11,11,3,23,28,4
d4b0eb7bc61aae6326fe725d85da751d,0,22,0,23,12,6
81835dccb50d8900b00cc0a3ea1b480f,14,1,0,15,50,8
644b526864832172e7ee3bf91f2e81ca,1,22,0,23,50,22
021186cc14acfe5a05a3d4b5cc35ff8a,30,0,2,31,51,10
2b9e2e02951cbf0f3386b55b303d7105,7,11,4,19,6,4
07151bf35f8c11187f1e4e0c0311b250,11,6,3,19,12,7
cf435fa476bfc09c2ec8c86e9f2c22f6,1,30,0,31,15,5
f82178fd8ad9f5d2d51cbb079bf64818,0,15,0,15,32,10
47849d68770ba9af7b1aede61cfece02,6,16,0,23,12,4
4fe6b12b4792320f5835327e055c9a92,7,12,1,19,11,4
56e9c5a84f7107e196266e678315d5e4,1,18,0,19,50,20
b15109d9282a8fb0f2bf73265d357c8d,17,5,4,23,25,12
45ad8cdd0cfd3980316114c01dacee86,0,15,0,15,35,10
2476230f8d661fdb5367ed2c2d41d4b1,8,13,3,22,28,13
20f7dc366cab76a84531b65e16252f5b,3,11,2,15,5,5
85f495db4bcf79e15029dcc21da9b2a7,28,1,0,31,40,17
33b6493a0dd60c971f3d85382e35e7c6,2,17,0,19,20,11
16fb65f48b8435b23e10d3e232fd5f0c,3,16,1,19,42,16
9c481b0d120d9a0bdf64bca192deb713,1,18,1,19,16,8
c55d42866bb42ee273386d8ecba46efd,13,6,12,19,7,5
44355d7e2e32e5cd2e215f64a5a44aa3,13,5,2,19,15,6
26aa0933324c9525e24f3b802787f507,1,16,0,19,22,11
cc186df699fdcf0596ba8325ff9bfac6,0,15,0,19,18,8
36062f17a7454e3f40f96283ff611cf5,6,9,1,15,21,12
882a16842469a73f4c033de3f0a99d40,25,1,2,27,49,10
7fb17e275b3e5006964621b39f5decbd,1,14,0,15,22,10
6ceb61dfee8f4b2579bf379a32e5cceb,3,15,2,19,9,7
c054c5865bd34c60cbefb2e604b147a9,0,15,0,15,10,5
e16c272171145fcbfdd9915cd4a7fd5c,4,19,0,23,25,10
5fe27f765b1c3a37dd8b9f9e155ebfff,3,24,0,27,24,13
8d0fb7bb1314e8606221b40cf9608194,18,0,5,19,49,8
85c697a6f2803497cabda74c8a7d06f1,16,10,0,27,30,14
d63041391198f1496b84b02d71a3ed90,14,11,0,27,19,9
c4ab40e07da1c28d750a9d49015a9a23,20,2,0,23,46,10
b30f2d1a277142c9960048d1b4d41ccd,0,14,0,15,15,7
211d7569d9cc6e11c0928da13e279586,3,27,1,31,49,19
9104897455b1a137d3c16525dc4aa503,0,14,0,15,20,8
10ed62c1896dfd6c7c180f356d2f87a2,13,6,8,19,15,5
4863e13ad31f9c44326032df3c09519b,4,11,1,15,10,3
eb1ae7d3b1ac967366e29b26d658164e,1,16,1,19,16,8
57c0b5e9a14b9e2640bd79becd4302f2,4,15,1,19,49,19
17be2f8f5808ea2980f56a1a19273084,18,12,4,31,51,14
2de477065bed58974606e104a8906429,19,0,5,19,5,2
f3e045cfad9852a12ed3a7899997b5a9,1,17,0,19,30,18
1878135d03fa93303d3301dc9bac05cf,1,18,1,19,46,15
1dabd771409b24a0a39dd283a1de05d2,0,15,0,15,15,6
da6c8fd333aec163e9573a5d46910a3b,14,9,0,23,48,14
517590026a1b74f9703fa8e8e3ee7cce,8,10,0,19,9,3
f2ceabcf431e79ae367e832282b28e0d,11,7,5,19,8,3
a84281bfbdcca2e4d26eee6578dedfe5,16,9,1,26,50,22
352d6c6589d10485af73efe4b2df8660,13,0,5,15,7,4
bf23c6acb2ce3ec7d640f90e66509363,9,10,6,19,9,3
f07d83b19d7555633ed07b8705e1439c,3,17,1,23,15,7
8569736c023d7713fa1054b1dc71a704,2,19,1,23,25,15
1a11ca01080b3943e96b88689e392425,7,8,0,17,12,4
361c07342018910b5bf0c731e7a67162,1,13,0,15,33,9
9af471a77a41e1bdde69ab0533d721ec,8,10,1,19,6,5
7a656eb406afce1faa73c89dd333cb9a,0,17,0,19,8,5
035fbcc70443fb2154ea43d568f054d5,8,7,1,15,16,5
388667308b5ef2108146c41196454cf2,4,11,1,15,16,5
f6f620ef83bbb9c0e42133ca15de895b,11,8,0,19,48,10
7deaa6511276ea56c7a8b337c6f3f64f,2,13,0,19,46,19
792abfdd4a90bedcde6b252af6b982d1,8,11,1,19,10,7
be81ff208d6924d4baa6817fb7771d35,11,14,0,27,50,25
27d15259e510a3244e9fe699b176e08d,1,14,1,15,21,6
2b8935ad1e1e76e1c7e48a88a635488c,0,22,0,23,25,9
061c0353daef32e37a1ac99b23494209,1,26,0,27,48,11
74add4f9a075f9ea65c2ff5cf52217c3,1,18,0,19,5,3
6d4d1b4bf1bb36d1af4c681a0a50c41d,5,18,0,23,28,13
e42fa53d566dd28d5149a8ffd425ee2f,2,13,0,15,4,3
b7664c29e84839606e88152819b3ce55,0,22,0,23,26,13
5457af150071eaabeeaae9a5bfd12fe5,1,18,0,19,22,11
e1699a210e0244f03c998754cd235e49,7,28,2,35,46,7
2c04df8c30304c1e0a3da228ce8d50ad,2,21,0,23,35,19
5c55fcbf1c23ea60f7b481b9c977f5c7,2,16,1,19,20,10
1e35b33de4e369aeedcdd6de0f62c2cb,0,13,0,15,32,14
9ae44308b0fc72776b463bce99473ace,1,20,1,23,18,8
326615f796f68a086a7460d4f41ae806,8,14,0,23,50,13
be9c873b6a7a17a56d9b813b70e29367,10,4,7,15,3,1
7137a250bd6bd7df717f83d133ac328d,9,6,5,15,3,2
ae879e0ebd76a6a27ee078846f565a59,4,18,2,23,5,2
7ef59373a23489859a9cd1dda66e9705,17,1,1,18,51,9
f59eec67d9ea78b9c6647a3e86f0e496,2,17,0,19,32,14
7b6ba8570547c023970ad84e989b452a,28,2,7,31,46,8
6b17e4dc2ab5fce81cada468591bde1b,2,32,0,34,27,13
92a8e6a785a7b114a5d17e9979986d96,0,15,0,15,31,14
d4c46f46fe1cf2b5c0ee3c5f9a94393e,1,26,1,27,50,32
a73edfff31236331bf0713d675ab01bd,0,28,0,31,22,14
5303e59a2966767d59e3ab3df6aa967e,9,22,2,31,50,19
afaaac9e7a0c213eb40f66cc5763f1a2,4,12,0,19,50,31
c7c82cf193fdc50ec1a106c90cb51544,5,11,0,19,15,6
ab0b03067abaea4ab4cfac4b287fa759,12,6,1,19,8,4
531dfca0ea4152da1c5e60b7fa74ba1c,10,12,4,29,14,9
417d99d0e975d8e305791aa22cc04e1d,0,15,0,15,27,14
cf46557eb890581a5631cafc7b9a2bba,19,3,1,23,49,23
4249917b3ff262f4cd831f8ea34cf74e,10,13,1,23,29,8
7b28024fd4c90ded38fc0447771d1ca4,4,14,0,19,48,9
7c116c44d814279d54202eeec81ddddb,5,12,0,17,48,10
0bfb7384b255c89b94b68ee5f227a792,11,5,3,17,3,2
f05dc5b7b3635787d9fe3fd8565bee7a,2,21,1,23,39,11
3e138c9acff07bff5f9e684c01bc564f,34,0,2,34,50,9
e2cf66a0da3c867233306941853190b4,3,16,1,19,50,13
